17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13062.526,2.805,2.727,13058.291,13061.235,0.566,2.727,1,1,0,0,0,0,0,10.435745,0.415,40.136,18.269848,8,64,64,7.280934,0.018,39.547,15.924918,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12117.663,2.889,2.545,12114.518,12116.395,0.442,2.545,1,1,0,0,0,0,0,10.294496,0.314,39.754,18.13334,8,64,64,7.23148,0.018,39.231,15.734044,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,11794.137,2.647,2.576,11790.004,11792.929,0.529,2.576,1,1,0,0,0,0,0,10.345496,0.431,39.645,18.051526,8,64,64,7.379206,0.006,39.902,16.049253,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,15655.983,2.412,2.276,15652.361,15654.883,0.431,2.276,1,1,0,0,0,0,0,10.277497,0.32,39.967,18.176252,8,64,64,7.25257,0.01,39.287,15.825152,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
23229,0,23228,2,179352520,23226,185664352,4359,6311832,1661,1,1,18706,0,18706,18704,0,0,0,0,0,0,1,1,14320.418,0.377,0,14311.806,0,0.331,0.631,1,1,0,0,0,0,0,0.305218,0.082,40.43,1.61322,7370,64,64,0.020499,0.012,0.029,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,761648,24,13056,95,264,186,0,3310,0,13,2152,0,1,1,7,1,3584,1460,0,0,2230016,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12554.951,2.872,2.738,12551.515,12553.983,0.604,2.738,1,1,0,0,0,0,0,10.413995,0.525,40.431,18.188858,8,64,64,7.251389,0.015,39.626,15.919607,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13468.14,2.093,1.985,13463.936,13466.644,0.203,1.985,1,1,0,0,0,0,0,10.306996,0.179,39.795,18.180663,8,64,64,7.334661,0.019,39.99,16.002388,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
26108,0,26107,2,247506720,26105,257044696,6587,9537976,1600,1,0,21395,0,21395,21393,0,0,0,0,0,0,1,1,22403.407,0.219,0,22394.65,0,0.182,0.4,1,1,0,0,0,0,0,0.386303,0.086,97.932,2.791872,6946,64,64,0.021499,0.016,0.027,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,386616,24,13056,150,489,177,0,3285,0,16,4070,0,1,1,7,1,4162,1460,0,0,2007040,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,15171.204,2.853,2.783,15168.117,15169.92,0.567,2.783,1,1,0,0,0,0,0,10.122123,0.285,39.542,18.072745,8,64,64,7.267388,0.019,39.236,15.800191,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
16,0,15,9,356,5,356,0,0,0,1,1,16,0,16,4,2944,10,2944,0,0,0,1,1,10777.912,2.64,2.558,10735.386,10776.885,0.496,2.558,1,1,0,0,0,0,0,11.716118,0.226,40.235,19.296485,7,64,64,7.284297,0.01,39.465,15.839084,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
18902,0,18901,2,149453888,18899,156376776,4781,6922888,702,1,1,16743,0,16743,16741,0,0,0,0,0,0,1,1,15300.266,1.091,0,15290.03,0,0.372,1.259,1,1,0,0,0,0,0,0.325866,0.075,40.788,1.757321,5381,64,64,0.017999,0.013,0.023,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,654496,24,13056,112,198,157,0,2599,0,12,2405,0,1,1,7,1,3612,1460,0,0,1775360,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,Normal
16,0,15,8,452,6,452,0,0,0,1,1,16,0,16,5,2944,10,2944,0,0,0,1,0,13672.782,2.674,2.536,13669.543,13671.776,0.561,2.536,1,1,0,0,0,0,0,11.875116,0.348,40.34,19.32864,7,64,64,8.066019,0.035,39.623,16.562905,10,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
22730,0,22729,2,187218248,22727,195347016,5614,8128768,1042,1,1,17957,0,17957,17955,0,0,0,0,0,0,1,1,20050.185,0.667,0,20045.118,0,0.608,1.112,1,1,0,0,0,0,0,0.349195,0.081,40.837,1.635063,6256,64,64,0.030998,0.025,0.037,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,527072,24,13056,135,533,33,0,2823,0,15,3117,0,1,1,7,1,3666,1460,0,0,2030208,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,14383.326,2.545,2.471,14380.152,14382.038,0.326,2.471,1,1,0,0,0,0,0,10.362995,0.273,40.352,18.443572,8,64,64,7.307934,0.016,40.017,15.851966,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12600.096,2.495,2.395,12595.833,12598.926,0.53,2.395,1,1,0,0,0,0,0,10.40562,0.398,39.946,18.213979,8,64,64,7.292843,0.015,39.523,15.922126,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
5937,0,5936,2,39566648,5934,41226056,1146,1659408,362,1,1,5209,0,5209,5207,0,0,0,0,0,0,1,1,3358.002,2.58,0,3351.49,0,0.475,2.951,1,1,0,0,0,0,0,0.218485,0.091,40.202,0.8654,2223,64,64,0.015999,0.012,0.02,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,521280,24,13056,25,68,5,0,936,0,0,474,0,1,1,7,1,1066,1460,0,0,2441344,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13525.092,2.947,2.852,13521.046,13523.806,0.511,2.852,1,1,0,0,0,0,0,10.620242,0.49,40.993,18.438275,8,64,64,7.301661,0.016,39.784,15.962697,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12866.316,2.599,2.525,12862.162,12864.773,0.517,2.525,1,1,0,0,0,0,0,10.490119,0.441,40.428,18.323521,8,64,64,7.280752,0.019,39.603,15.863727,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,15263.092,2.856,2.764,15260.333,15262.016,0.559,2.764,1,1,0,0,0,0,0,10.368745,0.183,40.244,18.380227,8,64,64,7.328206,0.012,39.683,15.989531,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12995.867,2.838,2.721,12992.321,12994.714,0.443,2.721,1,1,0,0,0,0,0,10.468369,0.419,40.645,18.237887,8,64,64,7.300388,0.013,39.902,15.997725,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,14087.974,2.946,2.82,14081.635,14085.372,0.621,2.82,1,1,0,0,0,0,0,10.443869,0.447,39.976,18.164339,8,64,64,7.365024,0.018,39.304,15.764361,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13559.864,2.686,2.546,13556.014,13558.602,0.587,2.546,1,1,0,0,0,0,0,10.37662,0.232,40.469,18.382731,8,64,64,7.362479,0.014,39.804,16.018373,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
3112,0,3111,2,34305664,3109,35627688,913,1322024,199,1,1,2317,0,2317,2315,0,0,0,0,0,0,1,1,3235.61,2.74,0,3229.802,0,0.313,3.191,1,1,0,0,0,0,0,0.491028,0.121,40.05,2.696679,643,64,64,0.014499,0.014,0.015,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,262088,24,13056,27,31,0,0,473,0,2,579,0,1,1,7,1,391,1460,0,0,1726080,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13008.208,2.904,2.794,13003.575,13006.755,0.547,2.794,1,1,0,0,0,0,0,10.553118,0.363,40.531,18.35317,8,64,64,7.219207,0.013,39.19,15.721605,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13733.521,3.004,2.831,13729.407,13732.113,0.581,2.831,1,1,0,0,0,0,0,10.556243,0.487,40.624,18.379356,8,64,64,7.324024,0.026,39.899,15.912353,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
13415,0,13414,2,123807720,13412,127280024,2398,3472304,1093,1,1,11586,0,11586,11584,0,0,0,0,0,0,1,1,10021.535,1.336,0,10016.064,0,0.486,1.753,1,1,0,0,0,0,0,0.341409,0.094,40.457,1.811825,3916,64,64,0.015999,0.013,0.019,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,472048,24,13056,69,55,54,0,1453,0,3,1857,0,1,1,7,1,1649,1460,0,0,2380544,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,Normal
28182,0,28181,2,172012976,28179,181369952,6462,9356976,1177,1,0,28086,0,28086,28084,0,0,0,0,0,0,1,1,18237.03,1.607,0,18232.764,0,0.308,1.96,1,1,0,0,0,0,0,0.243737,0.071,40.798,1.309904,8375,64,64,0.023999,0.009,0.039,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,2038784,24,13056,126,533,163,0,3562,0,12,3243,0,1,1,7,1,7987,1460,0,0,2305280,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12858.827,2.287,2.209,12855.148,12857.697,0.506,2.209,1,1,0,0,0,0,0,10.342746,0.183,40.426,18.474491,8,64,64,7.254661,0.015,40.031,15.909392,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
16372,0,16371,2,155824351,16369,162063784,4310,6239433,1341,1,1,14927,0,14927,14925,0,0,0,0,0,0,1,1,14545.332,1.331,0,14543.881,0,0.493,1.704,1,1,0,0,0,0,0,0.316701,0.079,40.598,1.551498,3946,64,64,0.020999,0.014,0.028,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,485080,24,13056,113,271,17,0,2456,0,11,2783,0,1,1,7,1,3029,1460,0,0,2174976,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12130.171,3.056,2.921,12126.247,12129.032,0.579,2.921,1,1,0,0,0,0,0,10.432995,0.321,40.226,18.170582,8,64,64,7.342933,0.016,40.07,16.051943,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
27202,0,27201,2,262322488,27199,272235496,6846,9913008,2126,1,1,24195,0,24195,24193,0,0,0,0,0,0,1,1,21172.309,0.619,0,21165.299,0,0.578,0.839,1,1,0,0,0,0,0,0.313041,0.083,40.315,1.575491,6449,64,64,0.030498,0.022,0.039,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,760200,24,13056,228,296,248,0,4122,0,13,4065,0,1,1,7,1,5045,1460,0,0,2396416,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13849.692,2.661,2.595,13845.451,13848.428,0.509,2.595,1,1,0,0,0,0,0,10.479369,0.261,40.6,18.495654,8,64,64,7.262843,0.019,39.846,15.891366,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13438.445,3.255,3.132,13435.152,13437.148,0.338,3.132,1,1,0,0,0,0,0,10.216872,0.26,39.78,18.17586,8,64,64,7.273116,0.01,39.296,15.807205,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
20131,0,20130,2,101653984,20127,107262088,3873,5608104,233,1,1,16037,0,16037,16035,0,0,0,0,0,0,1,1,13083.217,1.335,0,13069.425,0,0.173,1.532,1,1,0,0,0,0,0,0.244816,0.071,40.74,0.934693,7958,64,64,0.015499,0.011,0.02,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,1053672,24,13056,88,150,15,0,2514,0,14,1325,0,1,1,7,1,3210,1460,0,0,2105472,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,14900.549,2.563,2.499,14896.358,14899.334,0.555,2.499,1,1,0,0,0,0,0,10.41162,0.201,40.234,18.360939,8,64,64,7.344206,0.011,39.876,16.047882,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13155.505,2.381,2.315,13147.541,13150.811,0.316,2.315,1,1,0,0,0,0,0,10.353371,0.184,39.873,18.179012,8,64,64,7.615385,0.014,39.745,15.87947,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
30410,0,30409,2,198691856,30406,206945456,5700,8253600,990,1,1,23690,0,23690,23688,0,0,0,0,0,0,1,1,23086.485,0.578,0,23071.154,0,0.524,1.002,1,1,0,0,0,0,0,0.2757,0.079,40.79,1.492106,11585,64,64,0.028499,0.02,0.037,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,2198064,24,13056,209,460,192,0,3505,0,23,2301,0,1,1,7,1,4076,1460,0,0,1888256,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0,0,0,0,0,Normal
3368,0,3367,2,12281864,3364,13029032,516,747168,42,1,1,2670,0,2670,2668,0,0,0,0,0,0,1,1,2079.832,0.296,0,2056.851,0,0.236,0.432,1,1,0,0,0,0,0,0.183005,0.095,11.145,0.269763,1944,64,64,0.0095,0.006,0.013,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,52128,24,14720,14600,0,144800,24,13056,18,56,41,0,333,0,5,105,0,1,1,7,1,414,1460,0,0,1028096,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13828.165,2.806,2.725,13824.002,13827.248,0.522,2.725,1,1,0,0,0,0,0,10.322746,0.302,40.218,18.211636,8,64,64,7.200207,0.013,39.246,15.820182,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
1741,0,1740,2,20788208,1738,21350032,388,561824,334,1,1,1717,0,1717,1715,0,0,0,0,0,0,1,1,1239.595,0.652,0,1229.41,0,0.586,1.066,1,1,0,0,0,0,0,0.339452,0.112,1.476,0.171322,407,64,64,0.030998,0.025,0.037,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,325800,24,13056,6,19,6,0,463,0,2,226,0,1,1,7,1,330,1460,0,0,1850624,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,14712.743,2.59,2.463,14707.659,14711.59,0.505,2.463,1,1,0,0,0,0,0,10.350246,0.333,40.255,18.281591,8,64,64,7.250389,0.014,39.246,15.813116,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
38,0,37,2,131096,34,131096,0,0,0,1,1,17,0,17,15,0,0,0,0,0,0,1,1,21.593,0.674,0,3.18,0,0.427,0.975,1,1,0,0,0,0,0,1.02617,0.235,10.496,2.445469,17,64,64,0.035998,0.019,0.053,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,8688,24,14720,14600,0,30408,24,13056,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,0,0,55040,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13581.406,3.406,3.264,13577.885,13580.286,0.749,3.264,1,1,0,0,0,0,0,10.295996,0.017,39.701,18.067174,8,64,64,7.350479,0.015,39.838,15.968892,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,15557.964,3.066,2.95,15545.742,15555.9,0.763,2.95,1,1,0,0,0,0,0,10.604742,0.547,40.151,18.203246,8,64,64,7.275934,0.016,39.881,15.934818,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
18,0,17,9,452,7,452,0,0,0,1,1,18,0,18,6,2944,10,2944,0,0,0,1,1,13587.745,2.247,2.181,13584.396,13585.689,0.248,2.181,1,1,0,0,0,0,0,9.185231,0.091,40.326,17.591575,9,64,64,7.36366,0.011,39.903,15.89112,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13822.405,3.298,3.097,13815.159,13821.104,0.486,3.097,1,1,0,0,0,0,0,10.547243,0.453,40.436,18.431829,8,64,64,7.401751,0.011,39.961,16.089882,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
15,0,14,8,436,5,436,0,0,0,1,1,16,0,16,5,2928,9,2928,0,0,0,1,1,14601.525,2.186,2.078,14597.058,14600.2,0.255,2.078,1,1,0,0,0,0,0,6.081913,0.233,40.195,15.04371,7,64,64,8.056519,0.009,39.671,16.662796,10,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,32,20480,14600,0,164,32,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13515.794,2.092,2.035,13511.194,13514.35,0.194,2.035,1,1,0,0,0,0,0,10.39712,0.116,40.331,18.334795,8,64,64,7.248934,0.01,39.712,15.841116,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12742.467,2.816,2.736,12738.863,12741.283,0.468,2.736,1,1,0,0,0,0,0,10.341746,0.342,40.197,18.274154,8,64,64,7.252298,0.004,39.377,15.845081,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12453.171,2.808,2.728,12449.42,12451.839,0.514,2.728,1,1,0,0,0,0,0,10.540368,0.489,40.407,18.401493,8,64,64,7.267207,0.025,39.378,15.859065,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
